ticket_id,customer_id,region,channel,category,priority,agent_id,created_date,resolved_date,first_response_time_hours,resolution_time_hours,csat_score,status,sla_breached
TKT002691,CUST_016,West,Phone,Delivery Delay,Medium,AGENT_04,2026-04-01,2026-04-01,5.9,22.2,4,Resolved,No
TKT004345,CUST_015,West,Portal,Billing,Low,AGENT_10,2026-02-11,2026-02-15,1.4,110.0,3,Resolved,Yes
TKT004044,CUST_072,South,Email,Delivery Delay,Critical,AGENT_15,2026-04-05,2026-04-05,0.5,4.2,4,Resolved,Yes
TKT001138,CUST_031,East,Phone,Billing,High,AGENT_03,2026-01-25,2026-01-25,6.7,,5,Resolved,Yes
TKT004030,CUST_044,West,Portal,Other,Medium,AGENT_03,2026-03-14,2026-03-15,13.2,43.6,5,Resolved,Yes
TKT001967,CUST_133,East,Chat,Other,Critical,AGENT_08,2026-01-11,2026-01-11,1.6,6.9,5,Resolved,Yes
TKT000472,CUST_110,Central,Chat,Billing,Medium,AGENT_08,2026-03-23,2026-03-26,23.2,83.2,5,Resolved,Yes
TKT004985,CUST_093,Central,Email,Account Access,Medium,AGENT_11,2026-03-21,,6.4,43.1,1,Resolved,Yes
TKT004315,CUST_053,South,Phone,Billing,High,AGENT_11,2026-06-01,2026-06-02,4.7,,5,Resolved,Yes
TKT002549,CUST_115,Central,Phone,Damaged Goods,Medium,AGENT_14,2026-01-21,,7.4,49.7,2,Resolved,Yes
TKT001798,CUST_104,North,Portal,Account Access,Medium,AGENT_09,2026-03-25,2026-03-25,1.2,10.1,5,Resolved,No
TKT000452,CUST_086,North,Chat,Other,Low,AGENT_13,2026-03-02,2026-03-03,2.4,43.6,5,Closed,No
TKT000684,CUST_102,North,Phone,Delivery Delay,Low,AGENT_12,2026-04-26,2026-05-01,27.4,,5,Resolved,Yes
TKT000495,CUST_011,Central,Portal,Other,Medium,AGENT_08,2026-06-14,2026-06-15,12.5,28.3,1,Resolved,No
TKT001269,CUST_066,Central,Phone,Other,Low,AGENT_06,2026-02-06,2026-02-07,39.0,,5,Resolved,No
TKT001095,CUST_134,East,Phone,Damaged Goods,Low,AGENT_07,2026-06-26,2026-07-30,43.6,,4,Resolved,Yes
TKT004724,CUST_035,East,Email,Delivery Delay,Low,AGENT_02,2026-06-09,2026-06-11,30.1,65.9,5,Resolved,No
TKT002952,CUST_150,North,Portal,Billing,Low,AGENT_05,,,39.1,,,Open,No
TKT000886,CUST_062,Central,Chat,Billing,Low,AGENT_08,2026-03-04,2026-03-07,40.1,76.3,2,Resolved,Yes
TKT003642,CUST_095,South,Phone,Damaged Goods,Medium,AGENT_07,2026-03-28,2026-04-01,5.3,115.5,4,Resolved,Yes
TKT001324,CUST_114,Central,Chat,Billing,High,AGENT_12,2026-05-25,2026-05-26,3.7,26.4,4,Resolved,Yes
TKT000706,CUST_108,West,Email,Billing,Low,AGENT_03,2026-04-22,2026-04-28,29.8,167.6,4,Resolved,Yes
TKT004824,CUST_106,South,Phone,Delivery Delay,Medium,AGENT_10,2026-05-06,2026-05-08,1.6,,4,Closed,Yes
TKT001018,CUST_056,South,Phone,Damaged Goods,High,AGENT_14,2026-05-30,2026-05-30,1.0,,3,Closed,Yes
TKT003168,CUST_069,Central,Phone,Account Access,Medium,AGENT_10,2026-06-26,2026-06-29,17.9,,4,Resolved,Yes
TKT003420,CUST_032,North,Chat,Delivery Delay,Critical,AGENT_10,2026-01-09,2026-01-09,1.2,7.0,,Reopened,Yes
TKT001979,CUST_048,Central,Portal,Delivery Delay,High,AGENT_06,2026-06-29,2026-06-29,6.9,16.9,5,Resolved,Yes
TKT000185,CUST_109,West,Email,Billing,Low,AGENT_04,,2026-04-12,20.8,159.2,4,Resolved,Yes
TKT003088,CUST_130,South,Chat,Billing,Critical,AGENT_14,2026-06-29,2026-06-29,0.7,5.2,,Reopened,Yes
TKT004921,CUST_128,East,Phone,Delivery Delay,Low,AGENT_08,2026-04-10,,35.0,,5,Resolved,Yes
TKT001187,CUST_108,East,Chat,Account Access,High,AGENT_13,2026-01-07,2026-01-07,5.1,15.6,3,Closed,Yes
TKT002502,CUST_135,Central,Phone,Damaged Goods,Low,AGENT_13,2026-05-02,2026-05-08,45.6,,5,Resolved,Yes
TKT000621,CUST_002,West,Email,Delivery Delay,High,AGENT_12,2026-01-01,2026-01-01,1.6,-9.2,3,Resolved,Yes
TKT004425,CUST_062,West,Portal,Account Access,High,AGENT_03,2026-06-21,2026-06-21,6.3,16.1,5,Closed,Yes
TKT004873,CUST_017,West,Email,Delivery Delay,High,AGENT_01,2026-05-30,2026-05-30,5.9,9.8,,Reopened,No
TKT002667,CUST_008,Central,Chat,Delivery Delay,Critical,AGENT_05,2026-03-11,2026-03-11,1.6,3.6,5,Closed,No
TKT003617,CUST_038,North,Phone,Delivery Delay,High,AGENT_05,2026-02-19,2026-02-19,3.8,,2,Resolved,Yes
TKT004259,CUST_105,East,Portal,Billing,High,AGENT_09,2026-03-22,2026-03-23,6.7,26.1,5,Closed,Yes
TKT003539,CUST_146,Central,Email,Billing,Low,AGENT_13,2026-04-17,2026-04-20,44.7,74.1,5,Resolved,Yes
TKT002490,CUST_095,East,Portal,Billing,High,AGENT_09,,2026-05-07,5.0,24.7,4,Closed,Yes
TKT003064,CUST_078,West,Portal,Billing,Low,AGENT_01,2026-04-16,2026-04-20,5.1,109.0,2,Resolved,Yes
TKT000581,CUST_113,North,Email,Other,Low,AGENT_12,2026-01-08,2026-01-14,12.6,151.3,4,Resolved,Yes
TKT001004,CUST_087,West,Chat,Damaged Goods,Low,AGENT_03,2026-03-20,2026-03-24,34.9,96.1,5,Resolved,Yes
TKT000449,CUST_016,South,Phone,Delivery Delay,Critical,AGENT_07,2026-02-04,2026-02-05,1.8,,5,Resolved,Yes
TKT001077,CUST_004,West,Portal,Account Access,Medium,AGENT_10,2026-03-05,2026-03-07,2.7,66.4,4,Closed,Yes
TKT003588,CUST_079,North,Email,Billing,High,AGENT_04,2026-05-22,2026-05-22,0.6,5.2,3,Closed,No
TKT003760,CUST_034,South,Phone,Delivery Delay,Medium,AGENT_07,2026-02-13,,12.5,,,Open,No
TKT003058,CUST_047,South,Portal,Billing,Medium,AGENT_05,2026-03-04,2026-03-06,8.3,55.8,2,Resolved,Yes
TKT002773,CUST_109,West,Email,Delivery Delay,High,AGENT_04,2026-06-13,,6.3,12.5,4,Resolved,Yes
TKT002512,CUST_141,South,Chat,Delivery Delay,High,AGENT_08,2026-04-18,2026-04-18,0.6,16.6,3,Resolved,Yes
TKT001577,CUST_006,North,Email,Damaged Goods,Critical,AGENT_04,2026-04-12,2026-04-12,2.0,6.8,4,Resolved,Yes
TKT000051,CUST_045,East,Email,Damaged Goods,Low,AGENT_03,2026-06-09,2026-06-14,34.6,122.8,5,Resolved,Yes
TKT001593,CUST_033,Central,Email,Account Access,High,AGENT_03,2026-04-18,2026-04-18,4.9,17.4,4,Resolved,Yes
TKT002895,CUST_131,West,Chat,Other,High,AGENT_12,2026-02-06,,5.5,9.4,1,Resolved,No
TKT004945,CUST_097,South,Phone,Billing,Medium,AGENT_05,2026-03-27,2026-03-30,15.4,,5,Resolved,Yes
TKT000269,CUST_024,North,Chat,Billing,Critical,AGENT_06,2026-04-19,2026-04-19,0.9,3.0,4,Resolved,No
TKT002612,CUST_098,South,Email,Delivery Delay,Low,AGENT_10,2026-06-15,2026-06-19,21.4,100.1,4,Resolved,Yes
TKT002986,CUST_054,West,Chat,Delivery Delay,High,AGENT_01,2026-01-13,2026-01-13,4.1,15.9,4,Resolved,Yes
TKT001142,CUST_063,Central,Email,Delivery Delay,High,AGENT_05,2026-05-11,2026-05-11,5.9,9.0,2,Closed,No
TKT003403,CUST_046,South,Email,Other,High,AGENT_09,2026-02-21,,1.8,23.8,4,Resolved,Yes
TKT003116,CUST_023,East,Chat,Damaged Goods,Critical,AGENT_10,2026-03-02,,1.0,,,Open,No
TKT000829,CUST_078,South,Email,Damaged Goods,Low,AGENT_12,2026-03-30,2026-04-03,5.2,105.5,5,Resolved,Yes
TKT002244,CUST_090,South,Email,Account Access,Low,AGENT_08,2026-01-24,2026-01-25,16.6,25.8,5,Resolved,No
TKT000769,CUST_119,North,Chat,Billing,Medium,AGENT_11,2026-01-28,2026-01-29,21.5,44.4,5,Resolved,Yes
TKT002273,CUST_015,East,Email,Billing,Low,AGENT_09,2026-06-06,2026-06-12,13.4,156.2,5,Resolved,Yes
TKT002888,CUST_121,South,Email,Billing,High,AGENT_14,2026-02-28,2026-02-28,5.3,8.5,2,Resolved,No
TKT000616,CUST_111,West,Email,Account Access,Critical,AGENT_04,2026-01-22,2026-01-22,1.3,3.9,5,Resolved,No
TKT000837,CUST_070,East,Email,Billing,Low,AGENT_04,2026-05-09,2026-05-11,37.4,62.1,1,Resolved,No
TKT004484,CUST_126,South,Chat,Billing,Low,AGENT_10,2026-01-30,,32.5,134.6,5,Closed,Yes
TKT000081,CUST_114,West,Email,Account Access,Medium,AGENT_12,2026-02-26,2026-02-28,19.6,57.4,5,Closed,Yes
TKT004429,CUST_121,East,Portal,Other,Medium,AGENT_10,2026-04-08,2026-04-09,5.7,33.5,3,Resolved,No
TKT003313,CUST_076,North,Email,Billing,Critical,AGENT_08,2026-03-19,2026-03-19,1.6,6.3,3,Resolved,Yes
TKT000915,CUST_101,South,Email,Delivery Delay,Low,AGENT_11,2026-03-31,2026-04-02,15.6,49.2,4,Resolved,No
TKT002504,CUST_050,South,Portal,Damaged Goods,Low,AGENT_08,2026-02-21,2026-02-25,3.3,110.8,5,Resolved,Yes
TKT000731,CUST_020,East,Email,Account Access,High,AGENT_14,2026-02-10,2026-02-10,3.1,-9.2,5,Resolved,No
TKT001485,CUST_059,Central,Portal,Account Access,High,AGENT_08,2026-01-07,,6.3,25.7,4,Closed,Yes
TKT000061,CUST_060,Central,Email,Delivery Delay,Medium,AGENT_06,2026-04-20,2026-04-21,12.6,33.1,5,Closed,No
TKT001693,CUST_105,Central,Email,Billing,Low,AGENT_08,2026-02-15,2026-02-17,33.5,61.3,4,Resolved,No
TKT000213,CUST_017,West,Email,Delivery Delay,Medium,AGENT_12,2026-01-26,2026-01-26,0.7,11.5,5,Resolved,No
TKT002407,CUST_101,East,Phone,Billing,Low,AGENT_02,2026-01-24,,18.2,38.7,5,Resolved,No
TKT001726,CUST_116,South,Email,Damaged Goods,Medium,AGENT_14,2026-02-12,2026-02-15,8.6,77.7,4,Closed,Yes
TKT002570,CUST_096,West,Email,Delivery Delay,Low,AGENT_15,2026-04-25,,20.4,92.8,1,Resolved,Yes
TKT001882,CUST_069,Central,Email,Billing,Low,AGENT_08,2026-03-13,2026-03-15,43.2,54.3,4,Resolved,No
TKT002748,CUST_099,Central,Phone,Billing,Medium,AGENT_10,2026-04-21,,2.6,,,Open,No
TKT000064,CUST_132,North,Phone,Billing,Critical,AGENT_01,2026-04-08,2026-04-08,1.7,,3,Resolved,Yes
TKT002751,CUST_074,South,Email,Damaged Goods,Low,AGENT_03,2026-04-02,,41.9,71.5,,Reopened,No
TKT004295,CUST_103,South,Chat,Billing,Low,AGENT_04,2026-06-21,,6.4,72.8,4,Resolved,Yes
TKT004480,CUST_107,East,Portal,Billing,High,AGENT_11,2026-04-23,2026-04-23,1.1,21.6,4,Resolved,Yes
TKT002919,CUST_008,West,Chat,Billing,Low,AGENT_08,,2026-02-03,36.2,150.4,2,Resolved,Yes
TKT002690,CUST_111,East,Chat,Account Access,Medium,AGENT_12,2026-03-29,,10.0,31.5,2,Resolved,No
TKT004506,CUST_028,North,Phone,Other,Low,AGENT_11,2026-05-04,2026-05-06,24.8,,4,Closed,No
TKT003378,CUST_148,West,Phone,Delivery Delay,High,AGENT_06,2026-03-05,2026-03-05,3.1,,5,Closed,Yes
TKT003527,CUST_118,East,Email,Other,Low,AGENT_09,2026-01-22,2026-01-29,33.7,175.1,4,Resolved,Yes
TKT004324,CUST_053,North,Chat,Delivery Delay,Critical,AGENT_08,2026-04-18,2026-04-18,0.6,2.7,5,Resolved,No
TKT000405,CUST_067,Central,Chat,Account Access,High,AGENT_06,2026-01-23,,3.1,,,Open,No
TKT001199,CUST_017,East,Email,Delivery Delay,Low,AGENT_15,2026-02-17,2026-02-21,43.4,108.7,4,Resolved,Yes
TKT001052,CUST_054,West,Chat,Billing,Medium,AGENT_07,2026-02-20,2026-03-02,17.0,262.3,5,Resolved,Yes
TKT000946,CUST_135,North,Email,Account Access,High,AGENT_13,2026-03-14,2026-03-15,3.1,24.2,3,Resolved,Yes
TKT004958,CUST_077,South,Email,Billing,Medium,AGENT_08,2026-06-28,2026-06-28,10.0,20.1,4,Resolved,No
TKT000900,CUST_014,North,Phone,Account Access,High,AGENT_02,2026-06-23,,7.3,,5,Resolved,No
TKT000816,CUST_031,West,Phone,Billing,Low,AGENT_08,2026-04-10,,19.9,,,Open,No
TKT002403,CUST_075,West,Portal,Other,Low,AGENT_11,2026-02-02,2026-02-05,46.3,79.0,3,Resolved,Yes
TKT003181,CUST_131,East,Phone,Delivery Delay,Medium,AGENT_14,2026-01-13,2026-01-14,14.6,,3,Resolved,Yes
TKT001460,CUST_117,West,Email,Account Access,Low,AGENT_06,2026-01-03,2026-01-04,24.0,40.2,4,Closed,No
TKT001349,CUST_050,South,Phone,Billing,Critical,AGENT_08,2026-04-01,2026-04-01,0.6,,1,Resolved,No
TKT000771,CUST_088,East,Phone,Billing,Medium,AGENT_01,2026-02-28,2026-02-28,7.8,,4,Resolved,No
TKT001264,CUST_001,Central,Portal,Billing,Medium,AGENT_04,2026-03-18,2026-03-20,11.4,49.7,5,Resolved,Yes
TKT002418,CUST_148,Central,Phone,Billing,Medium,AGENT_05,2026-02-02,2026-02-05,10.9,,5,Closed,Yes
TKT003909,CUST_091,West,Chat,Account Access,High,AGENT_12,2026-04-19,2026-04-19,2.2,21.0,5,Resolved,Yes
TKT003992,CUST_095,Central,Phone,Billing,Critical,AGENT_09,2026-03-21,2026-03-21,1.9,6.3,5,Resolved,Yes
TKT000267,CUST_056,West,Email,Account Access,Low,AGENT_07,2026-06-19,2026-07-05,13.4,391.4,4,Closed,Yes
TKT004693,CUST_045,West,Phone,Delivery Delay,Low,AGENT_02,,2026-05-27,15.4,,4,Resolved,Yes
TKT003032,CUST_001,West,Chat,Other,Low,AGENT_05,2026-03-27,,35.2,39.4,5,Closed,No
TKT000653,CUST_117,East,Email,Account Access,Low,AGENT_15,2026-01-20,2026-01-25,3.3,127.5,3,Closed,Yes
TKT003777,CUST_078,South,Email,Delivery Delay,Low,AGENT_04,2026-03-20,2026-03-20,14.8,23.3,5,Closed,No
TKT004026,CUST_127,East,Portal,Other,Low,AGENT_05,2026-02-04,2026-02-07,12.0,77.9,5,Resolved,Yes
TKT001215,CUST_092,North,Phone,Account Access,Low,AGENT_08,2026-04-11,2026-04-14,3.0,,1,Resolved,Yes
TKT000151,CUST_066,Central,Email,Delivery Delay,Critical,AGENT_07,2026-05-20,2026-05-21,0.9,42.8,5,Closed,Yes
TKT000699,CUST_054,West,Chat,Billing,Critical,AGENT_01,2026-04-12,,1.7,5.0,3,Closed,Yes
TKT001325,CUST_027,Central,Email,Delivery Delay,High,AGENT_01,2026-05-21,,4.2,,,Open,No
TKT001043,CUST_095,South,Email,Damaged Goods,Low,AGENT_12,2026-02-08,2026-02-11,9.2,86.7,2,Resolved,Yes
TKT003645,CUST_062,North,Phone,Billing,Medium,AGENT_07,2026-02-26,,16.8,,,Open,No
TKT003040,CUST_132,South,Phone,Billing,Medium,AGENT_01,2026-06-18,2026-06-18,10.3,,3,Resolved,No
TKT003986,CUST_137,East,Phone,Billing,Medium,AGENT_09,2026-04-29,,8.5,,5,Resolved,Yes
TKT003888,CUST_126,Central,Portal,Delivery Delay,Critical,AGENT_08,2026-01-26,2026-01-26,1.2,3.5,,Reopened,No
TKT001502,CUST_143,East,Chat,Other,Medium,AGENT_11,2026-05-07,2026-05-09,5.4,64.1,5,Resolved,Yes
TKT004754,CUST_090,West,Phone,Billing,Low,AGENT_09,2026-06-30,2026-07-06,21.0,,4,Resolved,Yes
TKT003722,CUST_070,Central,Phone,Billing,Medium,AGENT_14,2026-06-06,2026-06-08,8.5,,5,Resolved,Yes
TKT003719,CUST_002,South,Chat,Other,High,AGENT_13,2026-04-04,2026-04-04,2.8,16.4,5,Resolved,Yes
TKT004349,CUST_142,Central,Portal,Damaged Goods,Low,AGENT_10,2026-03-06,2026-03-10,36.7,98.7,4,Resolved,Yes
TKT003951,CUST_087,South,Chat,Delivery Delay,Medium,AGENT_12,2026-05-09,2026-05-09,16.8,22.0,,Reopened,No
TKT003732,CUST_022,South,Portal,Delivery Delay,Low,AGENT_12,2026-01-03,2026-01-07,15.7,108.5,5,Resolved,Yes
TKT001562,CUST_012,North,Email,Account Access,Medium,AGENT_06,2026-02-10,2026-02-12,17.9,56.9,,Reopened,Yes
TKT004901,CUST_133,East,Portal,Other,Critical,AGENT_06,2026-03-13,2026-03-13,1.0,6.0,,Reopened,Yes
TKT000198,CUST_027,East,Email,Delivery Delay,Medium,AGENT_08,2026-06-06,2026-06-08,11.5,69.8,5,Resolved,Yes
TKT004303,CUST_053,East,Phone,Damaged Goods,Medium,AGENT_12,2026-04-16,2026-04-16,11.2,,5,Resolved,No
TKT004454,CUST_031,North,Email,Delivery Delay,Medium,AGENT_11,2026-02-23,,19.0,69.5,5,Resolved,Yes
TKT002528,CUST_051,East,Chat,Account Access,Low,AGENT_07,2026-06-24,,44.7,1427.5,5,Resolved,Yes
TKT004483,CUST_141,Central,Phone,Billing,High,AGENT_12,2026-04-04,2026-04-04,4.2,,4,Resolved,Yes
TKT001683,CUST_126,North,Email,Account Access,Low,AGENT_06,2026-06-03,2026-06-06,46.1,94.4,4,Resolved,Yes
TKT004099,CUST_138,East,Chat,Delivery Delay,Medium,AGENT_02,2026-02-12,2026-02-12,0.5,10.7,5,Resolved,No
TKT000329,CUST_077,East,Email,Delivery Delay,Medium,AGENT_05,2026-03-14,2026-03-16,2.4,65.3,,Reopened,Yes
TKT001111,CUST_048,East,Portal,Billing,Low,AGENT_02,2026-01-15,2026-01-16,1.0,46.2,4,Closed,No
TKT001774,CUST_079,Central,Chat,Billing,Medium,AGENT_12,2026-02-17,2026-02-19,11.9,48.1,5,Resolved,Yes
TKT002742,CUST_029,East,Phone,Billing,Low,AGENT_08,2026-04-13,2026-04-19,25.3,,,Reopened,Yes
TKT002559,CUST_048,North,Chat,Billing,Medium,AGENT_14,2026-06-17,2026-06-20,14.9,80.5,5,Resolved,Yes
TKT000654,CUST_038,North,Chat,Account Access,Low,AGENT_06,2026-02-26,2026-03-01,14.0,82.5,5,Resolved,Yes
TKT003369,CUST_040,North,Email,Account Access,High,AGENT_01,2026-05-01,2026-05-01,7.7,22.0,5,Resolved,Yes
TKT003631,CUST_142,East,Email,Damaged Goods,Low,AGENT_04,2026-05-09,2026-05-10,0.6,37.7,5,Resolved,No
TKT003094,CUST_058,North,Chat,Damaged Goods,Low,AGENT_01,2026-01-06,,1.7,43.6,5,Resolved,No
TKT000515,CUST_055,West,Chat,Other,Medium,AGENT_14,2026-03-10,2026-03-12,21.2,60.7,,Reopened,Yes
TKT001437,CUST_025,West,Email,Delivery Delay,Critical,AGENT_12,2026-01-30,2026-01-30,1.8,4.0,5,Resolved,No
TKT001578,CUST_115,East,Email,Damaged Goods,Low,AGENT_14,2026-03-30,,22.2,,,Open,No
TKT003809,CUST_108,South,Chat,Damaged Goods,High,AGENT_04,2026-04-21,2026-04-21,6.7,9.3,5,Resolved,No
TKT004710,CUST_134,West,Email,Account Access,Medium,AGENT_12,2026-03-06,2026-03-06,4.7,8.1,4,Resolved,No
TKT001474,CUST_096,West,Chat,Other,High,AGENT_15,2026-01-16,2026-01-16,2.7,20.3,4,Resolved,Yes
TKT004183,CUST_069,South,Portal,Other,Medium,AGENT_11,2026-03-23,2026-03-25,18.5,48.4,5,Resolved,Yes
TKT003532,CUST_026,Central,Email,Billing,Medium,AGENT_15,2026-05-06,2026-05-08,2.4,49.8,4,Resolved,Yes
TKT000466,CUST_014,North,Phone,Account Access,Critical,AGENT_11,2026-02-27,2026-02-27,1.9,,3,Resolved,Yes
TKT000746,CUST_070,West,Chat,Account Access,Critical,AGENT_12,2026-03-02,2026-03-02,2.0,6.8,2,Resolved,Yes
TKT004260,CUST_128,North,Email,Delivery Delay,High,AGENT_08,2026-01-12,2026-01-12,4.0,10.1,,Reopened,No
TKT003289,CUST_116,Central,Chat,Billing,Low,AGENT_07,2026-04-17,,40.6,,,Open,No
TKT000857,CUST_040,Central,Email,Account Access,High,AGENT_09,2026-02-12,,3.7,6.8,5,Resolved,No
TKT002322,CUST_142,West,Email,Delivery Delay,Medium,AGENT_15,2026-03-26,2026-03-29,19.3,87.3,5,Resolved,Yes
TKT004341,CUST_113,Central,Portal,Delivery Delay,Medium,AGENT_05,2026-01-31,2026-02-02,11.5,51.5,3,Resolved,Yes
TKT003993,CUST_035,South,Chat,Delivery Delay,Low,AGENT_13,2026-01-27,2026-01-30,22.9,73.4,5,Resolved,Yes
TKT003408,CUST_030,West,Chat,Other,High,AGENT_08,2026-02-24,2026-02-24,7.0,21.4,5,Resolved,Yes
TKT000454,CUST_144,South,Portal,Billing,Medium,AGENT_04,2026-04-18,2026-04-19,12.9,44.0,3,Resolved,Yes
TKT004408,CUST_033,Central,Phone,Delivery Delay,Low,AGENT_03,2026-04-26,2026-04-29,35.4,79.1,5,Closed,Yes
TKT003877,CUST_030,South,Phone,Delivery Delay,Low,AGENT_09,2026-01-17,2026-01-19,44.3,,4,Resolved,No
TKT001863,CUST_080,South,Chat,Damaged Goods,High,AGENT_14,2026-04-27,,3.0,5.6,4,Resolved,No
TKT002087,CUST_056,North,Chat,Delivery Delay,Low,AGENT_03,2026-01-11,2026-01-13,41.7,61.8,1,Resolved,No
TKT004169,CUST_130,North,Chat,Account Access,Medium,AGENT_05,2026-04-17,2026-04-19,4.5,48.8,2,Resolved,Yes
TKT003779,CUST_022,South,Portal,Account Access,High,AGENT_02,2026-02-11,2026-02-11,1.7,9.5,4,Resolved,No
TKT003790,CUST_026,East,Chat,Other,Medium,AGENT_14,2026-02-11,2026-02-12,6.0,30.6,,Reopened,No
TKT002790,CUST_082,North,Email,Delivery Delay,Critical,AGENT_10,2026-03-03,,1.9,6.1,2,Resolved,Yes
TKT002832,CUST_084,East,Chat,Billing,Medium,AGENT_14,2026-02-04,2026-02-04,5.5,21.0,5,Resolved,No
TKT004793,CUST_121,Central,Chat,Other,High,AGENT_07,2026-04-13,2026-04-20,3.0,177.3,3,Resolved,Yes
TKT001677,CUST_099,West,Email,Other,Medium,AGENT_07,2026-05-23,2026-06-10,11.0,449.1,5,Resolved,Yes
TKT001989,CUST_146,Central,Portal,Delivery Delay,Medium,AGENT_13,2026-04-09,,18.5,,,Open,No
TKT000631,CUST_106,West,Phone,Other,High,AGENT_03,2026-05-13,2026-05-14,1.5,,5,Resolved,Yes
TKT004569,CUST_010,West,Phone,Billing,Low,AGENT_09,2026-03-02,,26.1,,3,Resolved,No
TKT003096,CUST_130,North,Chat,Billing,Low,AGENT_13,2026-03-22,,32.1,,,Open,No
TKT003889,CUST_011,Central,Chat,Billing,Medium,AGENT_05,2026-04-14,2026-04-16,16.0,71.0,4,Resolved,Yes
TKT002209,CUST_005,Central,Email,Billing,High,AGENT_07,2026-05-20,2026-05-22,2.1,62.7,3,Resolved,Yes
TKT001405,CUST_121,South,Chat,Billing,Low,AGENT_08,2026-05-11,2026-05-15,35.0,113.1,5,Resolved,Yes
TKT000262,CUST_064,East,Phone,Delivery Delay,High,AGENT_07,2026-04-22,2026-04-30,7.8,,5,Resolved,Yes
TKT004544,CUST_089,South,Email,Billing,Critical,AGENT_05,2026-01-04,2026-01-04,1.6,4.1,1,Resolved,Yes
TKT001541,CUST_069,North,Phone,Account Access,Low,AGENT_07,2026-02-09,2026-03-07,23.3,,3,Resolved,Yes
TKT004851,CUST_059,Central,Chat,Delivery Delay,High,AGENT_01,2026-01-03,2026-01-03,7.0,13.5,5,Resolved,Yes
TKT003610,CUST_126,East,Email,Other,Medium,AGENT_02,2026-06-19,2026-06-20,18.9,40.0,5,Resolved,Yes
TKT000823,CUST_021,West,Chat,Account Access,Medium,AGENT_10,2026-06-04,2026-06-05,1.3,25.7,5,Resolved,No
TKT004857,CUST_097,East,Chat,Account Access,Medium,AGENT_11,2026-03-09,2026-03-09,9.8,16.9,3,Closed,No
TKT003787,CUST_038,North,Chat,Account Access,Low,AGENT_06,2026-05-30,2026-06-02,39.5,88.6,3,Resolved,Yes
TKT001327,CUST_033,South,Email,Damaged Goods,Critical,AGENT_13,2026-04-12,2026-04-12,0.9,4.4,5,Resolved,Yes
TKT002153,CUST_020,West,Email,Damaged Goods,Critical,AGENT_05,2026-06-09,2026-06-09,0.6,6.1,5,Resolved,Yes
TKT001522,CUST_138,East,Email,Other,Low,AGENT_03,2026-02-08,2026-02-14,41.8,-18.6,4,Resolved,Yes
TKT001658,CUST_095,West,Chat,Delivery Delay,Low,AGENT_02,2026-05-14,2026-05-14,11.7,23.3,4,Closed,No
TKT000972,CUST_053,East,Chat,Billing,Low,AGENT_10,2026-05-19,2026-05-21,13.3,50.2,4,Resolved,No
TKT002550,CUST_048,South,Email,Other,Medium,AGENT_09,2026-05-03,,8.4,31.7,2,Resolved,No
TKT001516,CUST_005,West,Phone,Other,Medium,AGENT_03,2026-06-24,,4.6,,3,Closed,No
TKT002066,CUST_134,Central,Email,Delivery Delay,Low,AGENT_05,2026-06-11,2026-06-14,15.9,87.5,2,Resolved,Yes
TKT001543,CUST_132,North,Chat,Billing,Medium,AGENT_14,2026-01-11,2026-01-12,20.1,27.5,5,Resolved,No
TKT000266,CUST_054,West,Portal,Damaged Goods,High,AGENT_05,2026-06-12,2026-06-12,7.4,18.0,5,Closed,Yes
TKT004213,CUST_140,Central,Chat,Delivery Delay,Medium,AGENT_03,2026-06-13,,17.4,23.1,2,Resolved,No
TKT004075,CUST_024,North,Chat,Account Access,Low,AGENT_13,2026-01-18,2026-01-22,11.1,111.6,5,Resolved,Yes
TKT000680,CUST_016,East,Chat,Billing,Medium,AGENT_04,2026-02-01,2026-02-03,6.5,56.8,,Reopened,Yes
TKT002284,CUST_009,East,Chat,Billing,High,AGENT_14,2026-06-15,2026-06-16,6.8,29.5,,Reopened,Yes
TKT002961,CUST_006,South,Chat,Delivery Delay,Medium,AGENT_15,2026-01-11,2026-01-13,7.7,61.1,3,Resolved,Yes
TKT002100,CUST_135,South,Chat,Billing,Critical,AGENT_02,2026-02-03,,1.5,5.5,,Reopened,Yes
TKT003034,CUST_046,West,Email,Billing,Critical,AGENT_15,2026-01-22,2026-01-22,1.7,7.2,5,Resolved,Yes
TKT003431,CUST_012,East,Chat,Billing,Medium,AGENT_12,2026-05-08,2026-05-11,4.4,75.2,3,Resolved,Yes
TKT004915,CUST_109,West,Chat,Damaged Goods,Low,AGENT_01,2026-03-18,2026-03-23,21.1,135.9,,Reopened,Yes
TKT000652,CUST_052,South,Email,Billing,Medium,AGENT_07,2026-04-28,2026-05-14,8.2,400.9,,Reopened,Yes
TKT002299,CUST_055,East,Portal,Damaged Goods,Low,AGENT_06,2026-03-21,2026-03-22,19.8,31.6,5,Resolved,No
TKT004468,CUST_124,South,Phone,Other,Critical,AGENT_03,2026-01-31,2026-01-31,1.5,,4,Resolved,Yes
TKT004783,CUST_012,West,Phone,Other,Low,AGENT_02,2026-02-14,2026-02-16,43.8,,3,Closed,No
TKT002315,CUST_080,Central,Portal,Billing,Medium,AGENT_10,2026-01-18,2026-01-20,15.7,-14.5,,Reopened,Yes
TKT002370,CUST_147,South,Chat,Billing,Low,AGENT_08,2026-01-31,2026-02-06,7.7,150.4,5,Resolved,Yes
